,id,group.id,treatment,trial,conf.HA,conf.SA,sel.adv,sel.adv.gr,conf.sel.adv,conf.unsel.adv,confirm.oppose,won,HA.correct,SA.correct,changed,dominant.balls,total.players,majmin
272,29,304,Individuals in voting groups,19,1,1,0,1,1,1,0,0,0,0,0,50,NA,minority
273,29,304,Individuals in voting groups,20,1,1,0,1,1,1,0,0,0,0,NA,50,NA,minority
274,58,304,Individuals in voting groups,1,5,5,1,1,5,5,0,1,0,0,0,90,NA,majority
275,58,304,Individuals in voting groups,2,2,1,1,1,1,2,0,0,0,0,1,50,NA,majority
276,58,304,Individuals in voting groups,3,2,1,0,1,1,2,0,0,0,0,1,50,NA,minority
277,58,304,Individuals in voting groups,4,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
278,58,304,Individuals in voting groups,5,2,1,1,1,1,2,0,1,0,0,0,50,NA,majority
279,58,304,Individuals in voting groups,6,1,2,1,1,2,1,0,0,0,0,0,50,NA,majority
280,58,304,Individuals in voting groups,7,4,3,1,1,3,4,0,1,0,0,0,90,NA,majority
281,58,304,Individuals in voting groups,8,1,2,1,1,2,1,0,1,0,0,0,50,NA,majority
282,58,304,Individuals in voting groups,9,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
283,58,304,Individuals in voting groups,10,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
284,58,304,Individuals in voting groups,11,5,5,1,1,5,5,0,1,0,0,0,90,NA,majority
285,58,304,Individuals in voting groups,12,2,1,1,1,1,2,0,1,0,0,0,50,NA,majority
286,58,304,Individuals in voting groups,13,1,2,1,1,2,1,0,0,0,0,0,50,NA,majority
287,58,304,Individuals in voting groups,14,1,2,1,1,2,1,0,0,0,0,0,50,NA,majority
288,58,304,Individuals in voting groups,15,1,2,1,1,2,1,0,0,0,0,0,50,NA,majority
289,58,304,Individuals in voting groups,16,4,3,1,1,3,4,0,1,0,0,0,90,NA,majority
290,58,304,Individuals in voting groups,17,1,1,1,1,1,1,0,1,0,0,0,50,NA,majority
291,58,304,Individuals in voting groups,18,4,4,1,1,4,4,0,1,0,0,0,90,NA,majority
292,58,304,Individuals in voting groups,19,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
293,58,304,Individuals in voting groups,20,2,1,1,1,1,2,0,0,0,0,NA,50,NA,majority
294,86,304,Individuals in voting groups,1,5,4,0,1,4,5,0,1,0,0,1,90,NA,minority
295,86,304,Individuals in voting groups,2,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
296,86,304,Individuals in voting groups,3,2,1,1,1,1,2,0,0,0,0,0,50,NA,majority
297,86,304,Individuals in voting groups,4,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
298,86,304,Individuals in voting groups,5,2,1,1,1,1,2,0,1,0,0,0,50,NA,majority
299,86,304,Individuals in voting groups,6,1,2,1,1,2,1,0,0,0,0,0,50,NA,majority
300,86,304,Individuals in voting groups,7,5,5,1,1,5,5,0,1,0,0,0,90,NA,majority
301,86,304,Individuals in voting groups,8,1,2,1,1,2,1,0,1,0,0,0,50,NA,majority
302,86,304,Individuals in voting groups,9,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
303,86,304,Individuals in voting groups,10,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
304,86,304,Individuals in voting groups,11,3,5,1,1,5,3,0,1,0,0,0,90,NA,majority
305,86,304,Individuals in voting groups,12,1,1,1,1,1,1,0,1,0,0,0,50,NA,majority
306,86,304,Individuals in voting groups,13,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
307,86,304,Individuals in voting groups,14,2,1,1,1,1,2,0,0,0,0,0,50,NA,majority
308,86,304,Individuals in voting groups,15,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
309,86,304,Individuals in voting groups,16,5,4,1,1,4,5,0,1,0,0,0,90,NA,majority
310,86,304,Individuals in voting groups,17,1,1,1,1,1,1,0,1,0,0,0,50,NA,majority
311,86,304,Individuals in voting groups,18,4,4,1,1,4,4,0,1,0,0,0,90,NA,majority
312,86,304,Individuals in voting groups,19,2,1,1,1,1,2,0,0,0,0,0,50,NA,majority
313,86,304,Individuals in voting groups,20,1,1,1,1,1,1,0,0,0,0,NA,50,NA,majority
314,114,304,Individuals in voting groups,1,4,4,0,1,4,4,0,1,0,0,1,90,NA,minority
315,114,304,Individuals in voting groups,2,1,1,1,1,1,1,0,0,0,0,1,50,NA,majority
316,114,304,Individuals in voting groups,3,1,2,0,1,2,1,0,0,0,0,0,50,NA,minority
317,114,304,Individuals in voting groups,4,2,1,0,1,1,2,0,0,0,0,1,50,NA,minority
