,id,group.id,treatment,trial,conf.HA,conf.SA,sel.adv,sel.adv.gr,conf.sel.adv,conf.unsel.adv,confirm.oppose,won,HA.correct,SA.correct,changed,dominant.balls,total.players,majmin
719,62,309,Individuals in voting groups,19,2,1,1,1,1,2,0,1,0,0,0,50,NA,majority
720,62,309,Individuals in voting groups,20,1,2,1,1,2,1,0,1,0,0,NA,50,NA,majority
721,90,309,Individuals in voting groups,1,4,4,1,1,4,4,0,1,0,0,0,90,NA,majority
722,90,309,Individuals in voting groups,2,4,4,1,1,4,4,0,1,0,0,0,90,NA,majority
723,90,309,Individuals in voting groups,3,2,1,1,1,1,2,0,0,0,0,1,50,NA,majority
724,90,309,Individuals in voting groups,4,1,-3,0,0,1,-3,1,1,0,0,0,50,NA,majority
725,90,309,Individuals in voting groups,5,1,-2,0,0,1,-2,1,1,0,0,0,50,NA,majority
726,90,309,Individuals in voting groups,6,1,-2,0,0,1,-2,1,1,0,0,0,50,NA,majority
727,90,309,Individuals in voting groups,7,1,-3,0,0,1,-3,1,0,0,0,0,50,NA,majority
728,90,309,Individuals in voting groups,8,1,-4,0,0,1,-4,1,0,0,0,1,50,NA,majority
729,90,309,Individuals in voting groups,9,1,1,1,1,1,1,0,1,0,0,0,50,NA,majority
730,90,309,Individuals in voting groups,10,4,5,1,1,5,4,0,1,0,0,0,90,NA,majority
731,90,309,Individuals in voting groups,11,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
732,90,309,Individuals in voting groups,12,4,3,1,1,3,4,0,1,0,0,0,90,NA,majority
733,90,309,Individuals in voting groups,13,1,2,1,1,2,1,0,1,0,0,0,50,NA,majority
734,90,309,Individuals in voting groups,14,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
735,90,309,Individuals in voting groups,15,5,5,1,1,5,5,0,1,0,0,0,90,NA,majority
736,90,309,Individuals in voting groups,16,1,2,1,1,2,1,0,0,0,0,0,50,NA,majority
737,90,309,Individuals in voting groups,17,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
738,90,309,Individuals in voting groups,18,1,1,1,1,1,1,0,1,0,0,0,50,NA,majority
739,90,309,Individuals in voting groups,19,1,2,1,1,2,1,0,1,0,0,0,50,NA,majority
740,90,309,Individuals in voting groups,20,1,1,1,1,1,1,0,1,0,0,NA,50,NA,majority
741,119,309,Individuals in voting groups,1,4,3,1,1,3,4,0,1,0,0,1,90,NA,majority
742,119,309,Individuals in voting groups,2,5,5,0,1,5,5,0,1,0,0,1,90,NA,minority
743,119,309,Individuals in voting groups,3,1,1,1,1,1,1,0,0,0,0,1,50,NA,majority
744,119,309,Individuals in voting groups,4,1,-2,0,0,1,-2,1,1,0,0,0,50,NA,majority
745,119,309,Individuals in voting groups,5,1,-4,0,0,1,-4,1,1,0,0,0,50,NA,majority
746,119,309,Individuals in voting groups,6,1,-3,0,0,1,-3,1,1,0,0,0,50,NA,majority
747,119,309,Individuals in voting groups,7,1,-4,0,0,1,-4,1,0,0,0,0,50,NA,majority
748,119,309,Individuals in voting groups,8,2,-3,0,0,2,-3,1,0,0,0,0,50,NA,majority
749,119,309,Individuals in voting groups,9,1,2,0,1,2,1,0,1,0,0,0,50,NA,minority
750,119,309,Individuals in voting groups,10,3,4,0,1,4,3,0,1,0,0,0,90,NA,minority
751,119,309,Individuals in voting groups,11,2,2,0,1,2,2,0,0,0,0,1,50,NA,minority
752,119,309,Individuals in voting groups,12,4,4,1,1,4,4,0,1,0,0,0,90,NA,majority
753,119,309,Individuals in voting groups,13,1,1,1,1,1,1,0,1,0,0,0,50,NA,majority
754,119,309,Individuals in voting groups,14,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
755,119,309,Individuals in voting groups,15,4,4,1,1,4,4,0,1,0,0,0,90,NA,majority
756,119,309,Individuals in voting groups,16,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
757,119,309,Individuals in voting groups,17,1,2,1,1,2,1,0,0,0,0,1,50,NA,majority
758,119,309,Individuals in voting groups,18,2,1,0,1,1,2,0,1,0,0,1,50,NA,minority
759,119,309,Individuals in voting groups,19,1,1,1,1,1,1,0,1,0,0,0,50,NA,majority
760,119,309,Individuals in voting groups,20,1,2,1,1,2,1,0,1,0,0,NA,50,NA,majority
761,9,310,Individuals in voting groups,1,2,-2,0,0,2,-2,1,0,0,0,1,50,NA,majority
762,9,310,Individuals in voting groups,2,5,3,1,1,3,5,0,1,0,0,0,90,NA,majority
763,9,310,Individuals in voting groups,3,2,1,1,1,1,2,0,0,0,0,0,50,NA,majority
764,9,310,Individuals in voting groups,4,1,1,1,1,1,1,0,0,0,0,1,50,NA,majority
765,9,310,Individuals in voting groups,5,1,-3,0,0,1,-3,1,1,0,0,0,50,NA,majority
766,9,310,Individuals in voting groups,6,1,-3,0,0,1,-3,1,1,0,0,0,50,NA,majority
767,9,310,Individuals in voting groups,7,2,-2,0,0,2,-2,1,0,0,0,0,50,NA,majority
768,9,310,Individuals in voting groups,8,5,4,0,0,5,4,0,1,0,0,0,90,NA,majority
769,9,310,Individuals in voting groups,9,1,-2,0,0,1,-2,1,0,0,0,0,50,NA,majority
770,9,310,Individuals in voting groups,10,2,-4,0,0,2,-4,1,1,0,0,0,50,NA,majority
771,9,310,Individuals in voting groups,11,2,-4,0,0,2,-4,1,1,0,0,0,50,NA,majority
772,9,310,Individuals in voting groups,12,1,-2,0,0,1,-2,1,0,0,0,0,50,NA,majority
773,9,310,Individuals in voting groups,13,1,-4,0,0,1,-4,1,0,0,0,0,50,NA,majority
774,9,310,Individuals in voting groups,14,1,2,0,1,2,1,0,1,0,0,0,50,NA,minority
775,9,310,Individuals in voting groups,15,5,5,0,1,5,5,0,1,0,0,0,90,NA,minority
776,9,310,Individuals in voting groups,16,5,4,0,1,4,5,0,1,0,0,0,90,NA,minority
777,9,310,Individuals in voting groups,17,5,5,0,1,5,5,0,1,0,0,0,90,NA,minority
778,9,310,Individuals in voting groups,18,1,-3,0,0,1,-3,1,1,0,0,0,50,NA,majority
779,9,310,Individuals in voting groups,19,2,-2,0,0,2,-2,1,0,0,0,0,50,NA,majority
780,9,310,Individuals in voting groups,20,1,1,0,1,1,1,0,0,0,0,NA,50,NA,minority
781,35,310,Individuals in voting groups,1,1,-4,0,0,1,-4,1,0,0,0,1,50,NA,majority
782,35,310,Individuals in voting groups,2,4,5,1,1,5,4,0,1,0,0,0,90,NA,majority
783,35,310,Individuals in voting groups,3,1,1,1,1,1,1,0,0,0,0,1,50,NA,majority
784,35,310,Individuals in voting groups,4,1,1,0,1,1,1,0,0,0,0,0,50,NA,minority
785,35,310,Individuals in voting groups,5,2,-3,0,0,2,-3,1,1,0,0,0,50,NA,majority
786,35,310,Individuals in voting groups,6,1,-3,0,0,1,-3,1,1,0,0,0,50,NA,majority
787,35,310,Individuals in voting groups,7,1,-2,0,0,1,-2,1,0,0,0,0,50,NA,majority
788,35,310,Individuals in voting groups,8,3,5,0,0,3,5,0,1,0,0,0,90,NA,majority
789,35,310,Individuals in voting groups,9,2,-2,0,0,2,-2,1,0,0,0,0,50,NA,majority
790,35,310,Individuals in voting groups,10,1,-4,0,0,1,-4,1,1,0,0,0,50,NA,majority
791,35,310,Individuals in voting groups,11,1,-3,0,0,1,-3,1,1,0,0,0,50,NA,majority
792,35,310,Individuals in voting groups,12,1,-3,0,0,1,-3,1,0,0,0,0,50,NA,majority
793,35,310,Individuals in voting groups,13,1,-2,0,0,1,-2,1,0,0,0,1,50,NA,majority
794,35,310,Individuals in voting groups,14,1,2,1,1,2,1,0,1,0,0,0,50,NA,majority
795,35,310,Individuals in voting groups,15,4,4,1,1,4,4,0,1,0,0,0,90,NA,majority
796,35,310,Individuals in voting groups,16,3,3,1,1,3,3,0,1,0,0,0,90,NA,majority
797,35,310,Individuals in voting groups,17,4,3,1,1,3,4,0,1,0,0,1,90,NA,majority
798,35,310,Individuals in voting groups,18,2,-3,0,0,2,-3,1,1,0,0,0,50,NA,majority
799,35,310,Individuals in voting groups,19,1,-4,0,0,1,-4,1,0,0,0,1,50,NA,majority
800,35,310,Individuals in voting groups,20,2,1,1,1,1,2,0,0,0,0,NA,50,NA,majority
801,63,310,Individuals in voting groups,1,2,-3,1,0,2,-3,1,0,0,0,0,50,NA,minority
802,63,310,Individuals in voting groups,2,5,4,1,1,4,5,0,1,0,0,0,90,NA,majority
803,63,310,Individuals in voting groups,3,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
804,63,310,Individuals in voting groups,4,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
805,63,310,Individuals in voting groups,5,1,-3,1,0,1,-3,1,1,0,0,1,50,NA,minority
806,63,310,Individuals in voting groups,6,1,-3,0,0,1,-3,1,1,0,0,0,50,NA,majority
807,63,310,Individuals in voting groups,7,2,-4,0,0,2,-4,1,0,0,0,1,50,NA,majority
808,63,310,Individuals in voting groups,8,3,3,1,0,3,3,0,1,0,0,NA,90,NA,minority
809,91,310,Individuals in voting groups,1,2,-3,1,0,2,-3,1,0,0,0,0,50,NA,minority
810,91,310,Individuals in voting groups,2,3,5,1,1,5,3,0,1,0,0,1,90,NA,majority
811,91,310,Individuals in voting groups,3,1,1,0,1,1,1,0,0,0,0,1,50,NA,minority
812,91,310,Individuals in voting groups,4,1,2,1,1,2,1,0,0,0,0,1,50,NA,majority
813,91,310,Individuals in voting groups,5,1,-2,0,0,1,-2,1,1,0,0,0,50,NA,majority
814,91,310,Individuals in voting groups,6,1,-3,0,0,1,-3,1,1,0,0,0,50,NA,majority
815,91,310,Individuals in voting groups,7,1,-3,0,0,1,-3,1,0,0,0,0,50,NA,majority
816,91,310,Individuals in voting groups,8,5,4,0,0,5,4,0,1,0,0,0,90,NA,majority
817,91,310,Individuals in voting groups,9,1,-2,0,0,1,-2,1,0,0,0,1,50,NA,majority
818,91,310,Individuals in voting groups,10,1,-3,1,0,1,-3,1,1,0,0,1,50,NA,minority
819,91,310,Individuals in voting groups,11,2,-3,0,0,2,-3,1,1,0,0,0,50,NA,majority
820,91,310,Individuals in voting groups,12,1,-2,0,0,1,-2,1,0,0,0,0,50,NA,majority
821,91,310,Individuals in voting groups,13,2,-2,0,0,2,-2,1,0,0,0,1,50,NA,majority
822,91,310,Individuals in voting groups,14,1,1,1,1,1,1,0,1,0,0,0,50,NA,majority
823,91,310,Individuals in voting groups,15,4,5,1,1,5,4,0,1,0,0,0,90,NA,majority
824,91,310,Individuals in voting groups,16,4,4,1,1,4,4,0,1,0,0,0,90,NA,majority
825,91,310,Individuals in voting groups,17,4,5,1,1,5,4,0,1,0,0,0,90,NA,majority
826,91,310,Individuals in voting groups,18,1,-2,1,0,1,-2,1,1,0,0,0,50,NA,minority
827,91,310,Individuals in voting groups,19,1,-4,1,0,1,-4,1,0,0,0,0,50,NA,minority
828,91,310,Individuals in voting groups,20,2,2,1,1,2,2,0,0,0,0,NA,50,NA,majority
829,120,310,Individuals in voting groups,1,2,-2,0,0,2,-2,1,0,0,0,1,50,NA,majority
830,120,310,Individuals in voting groups,2,5,5,1,1,5,5,0,1,0,0,0,90,NA,majority
831,120,310,Individuals in voting groups,3,1,1,1,1,1,1,0,0,0,0,1,50,NA,majority
832,120,310,Individuals in voting groups,4,1,1,0,1,1,1,0,0,0,0,0,50,NA,minority
833,120,310,Individuals in voting groups,5,1,-3,0,0,1,-3,1,1,0,0,NA,50,NA,majority
834,10,311,Individuals in voting groups,1,2,-4,1,0,2,-4,1,0,0,0,0,50,NA,minority
835,10,311,Individuals in voting groups,2,2,1,1,1,1,2,0,1,0,0,0,50,NA,majority
836,10,311,Individuals in voting groups,3,1,2,1,1,2,1,0,0,0,0,0,50,NA,majority
837,10,311,Individuals in voting groups,4,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
838,10,311,Individuals in voting groups,5,5,4,1,1,4,5,0,1,0,0,0,90,NA,majority
839,10,311,Individuals in voting groups,6,1,1,1,1,1,1,0,1,0,0,0,50,NA,majority
840,10,311,Individuals in voting groups,7,3,3,1,1,3,3,0,0,0,0,0,90,NA,majority
841,10,311,Individuals in voting groups,8,1,1,1,1,1,1,0,1,0,0,0,50,NA,majority
842,10,311,Individuals in voting groups,9,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
843,10,311,Individuals in voting groups,10,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
844,10,311,Individuals in voting groups,11,1,1,1,1,1,1,0,1,0,0,0,50,NA,majority
845,10,311,Individuals in voting groups,12,3,4,1,1,4,3,0,1,0,0,0,90,NA,majority
846,10,311,Individuals in voting groups,13,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
847,10,311,Individuals in voting groups,14,2,1,1,1,1,2,0,0,0,0,0,50,NA,majority
848,10,311,Individuals in voting groups,15,1,1,1,1,1,1,0,1,0,0,0,50,NA,majority
849,10,311,Individuals in voting groups,16,5,5,1,1,5,5,0,1,0,0,0,90,NA,majority
850,10,311,Individuals in voting groups,17,2,2,1,1,2,2,0,1,0,0,0,50,NA,majority
851,10,311,Individuals in voting groups,18,5,4,1,1,4,5,0,1,0,0,0,90,NA,majority
852,10,311,Individuals in voting groups,19,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
853,10,311,Individuals in voting groups,20,2,1,1,1,1,2,0,1,0,0,NA,50,NA,majority
854,36,311,Individuals in voting groups,1,1,-2,0,0,1,-2,1,0,0,0,1,50,NA,majority
855,36,311,Individuals in voting groups,2,1,1,1,1,1,1,0,1,0,0,0,50,NA,majority
856,36,311,Individuals in voting groups,3,2,2,1,1,2,2,0,0,0,0,1,50,NA,majority
857,36,311,Individuals in voting groups,4,1,2,0,1,2,1,0,0,0,0,1,50,NA,minority
858,36,311,Individuals in voting groups,5,4,3,1,1,3,4,0,1,0,0,1,90,NA,majority
859,36,311,Individuals in voting groups,6,1,2,0,1,2,1,0,1,0,0,0,50,NA,minority
860,36,311,Individuals in voting groups,7,4,4,0,1,4,4,0,0,0,0,0,90,NA,minority
861,36,311,Individuals in voting groups,8,1,1,0,1,1,1,0,1,0,0,1,50,NA,minority
862,36,311,Individuals in voting groups,9,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
863,36,311,Individuals in voting groups,10,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
864,36,311,Individuals in voting groups,11,1,1,1,1,1,1,0,1,0,0,0,50,NA,majority
865,36,311,Individuals in voting groups,12,4,3,1,1,3,4,0,1,0,0,0,90,NA,majority
866,36,311,Individuals in voting groups,13,1,2,1,1,2,1,0,0,0,0,0,50,NA,majority
867,36,311,Individuals in voting groups,14,2,2,1,1,2,2,0,0,0,0,0,50,NA,majority
868,36,311,Individuals in voting groups,15,2,1,1,1,1,2,0,1,0,0,0,50,NA,majority
869,36,311,Individuals in voting groups,16,3,4,1,1,4,3,0,1,0,0,0,90,NA,majority
870,36,311,Individuals in voting groups,17,2,1,1,1,1,2,0,1,0,0,0,50,NA,majority
871,36,311,Individuals in voting groups,18,5,5,1,1,5,5,0,1,0,0,0,90,NA,majority
872,36,311,Individuals in voting groups,19,1,2,1,1,2,1,0,0,0,0,0,50,NA,majority
873,36,311,Individuals in voting groups,20,1,1,1,1,1,1,0,1,0,0,NA,50,NA,majority
874,64,311,Individuals in voting groups,1,1,-2,1,0,1,-2,1,0,0,0,0,50,NA,minority
875,64,311,Individuals in voting groups,2,1,1,1,1,1,1,0,1,0,0,0,50,NA,majority
876,64,311,Individuals in voting groups,3,2,2,1,1,2,2,0,0,0,0,0,50,NA,majority
877,64,311,Individuals in voting groups,4,1,1,1,1,1,1,0,0,0,0,1,50,NA,majority
878,64,311,Individuals in voting groups,5,3,4,0,1,4,3,0,1,0,0,1,90,NA,minority
879,64,311,Individuals in voting groups,6,1,1,1,1,1,1,0,1,0,0,0,50,NA,majority
880,64,311,Individuals in voting groups,7,3,5,1,1,5,3,0,0,0,0,0,90,NA,majority
881,64,311,Individuals in voting groups,8,1,2,1,1,2,1,0,1,0,0,0,50,NA,majority
882,64,311,Individuals in voting groups,9,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
883,64,311,Individuals in voting groups,10,1,1,1,1,1,1,0,0,0,0,1,50,NA,majority
884,64,311,Individuals in voting groups,11,1,1,0,1,1,1,0,1,0,0,0,50,NA,minority
885,64,311,Individuals in voting groups,12,4,4,0,1,4,4,0,1,0,0,0,90,NA,minority
886,64,311,Individuals in voting groups,13,1,2,0,1,2,1,0,0,0,0,0,50,NA,minority
887,64,311,Individuals in voting groups,14,2,1,0,1,1,2,0,0,0,0,1,50,NA,minority
888,64,311,Individuals in voting groups,15,2,1,1,1,1,2,0,1,0,0,0,50,NA,majority
889,64,311,Individuals in voting groups,16,5,3,1,1,3,5,0,1,0,0,0,90,NA,majority
890,64,311,Individuals in voting groups,17,1,2,1,1,2,1,0,1,0,0,0,50,NA,majority
891,64,311,Individuals in voting groups,18,4,5,1,1,5,4,0,1,0,0,0,90,NA,majority
892,64,311,Individuals in voting groups,19,2,2,1,1,2,2,0,0,0,0,1,50,NA,majority
893,64,311,Individuals in voting groups,20,2,2,0,1,2,2,0,1,0,0,NA,50,NA,minority
894,92,311,Individuals in voting groups,1,2,-4,0,0,2,-4,1,0,0,0,0,50,NA,majority
895,92,311,Individuals in voting groups,2,1,2,0,1,2,1,0,1,0,0,0,50,NA,minority
896,92,311,Individuals in voting groups,3,1,2,0,1,2,1,0,0,0,0,0,50,NA,minority
897,92,311,Individuals in voting groups,4,1,1,0,1,1,1,0,0,0,0,1,50,NA,minority
898,92,311,Individuals in voting groups,5,5,5,1,1,5,5,0,1,0,0,1,90,NA,majority
899,92,311,Individuals in voting groups,6,1,1,0,1,1,1,0,1,0,0,1,50,NA,minority
900,92,311,Individuals in voting groups,7,4,5,1,1,5,4,0,0,0,0,1,90,NA,majority
901,92,311,Individuals in voting groups,8,1,1,0,1,1,1,0,1,0,0,1,50,NA,minority
902,92,311,Individuals in voting groups,9,1,2,1,1,2,1,0,0,0,0,0,50,NA,majority
903,92,311,Individuals in voting groups,10,1,2,1,1,2,1,0,0,0,0,1,50,NA,majority
904,92,311,Individuals in voting groups,11,1,2,0,1,2,1,0,1,0,0,0,50,NA,minority
905,92,311,Individuals in voting groups,12,5,5,0,1,5,5,0,1,0,0,1,90,NA,minority
906,92,311,Individuals in voting groups,13,1,2,1,1,2,1,0,0,0,0,0,50,NA,majority
907,92,311,Individuals in voting groups,14,1,2,1,1,2,1,0,0,0,0,1,50,NA,majority
908,92,311,Individuals in voting groups,15,2,1,0,1,1,2,0,1,0,0,1,50,NA,minority
909,92,311,Individuals in voting groups,16,4,4,1,1,4,4,0,1,0,0,0,90,NA,majority
910,92,311,Individuals in voting groups,17,1,1,1,1,1,1,0,1,0,0,0,50,NA,majority
911,92,311,Individuals in voting groups,18,5,5,1,1,5,5,0,1,0,0,0,90,NA,majority
912,92,311,Individuals in voting groups,19,2,1,1,1,1,2,0,0,0,0,1,50,NA,majority
913,92,311,Individuals in voting groups,20,2,1,0,1,1,2,0,1,0,0,NA,50,NA,minority
914,121,311,Individuals in voting groups,1,1,-2,0,0,1,-2,1,0,0,0,1,50,NA,majority
915,121,311,Individuals in voting groups,2,1,1,1,1,1,1,0,1,0,0,0,50,NA,majority
916,121,311,Individuals in voting groups,3,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
917,121,311,Individuals in voting groups,4,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
918,121,311,Individuals in voting groups,5,3,3,1,1,3,3,0,1,0,0,0,90,NA,majority
919,121,311,Individuals in voting groups,6,1,1,1,1,1,1,0,1,0,0,0,50,NA,majority
920,121,311,Individuals in voting groups,7,4,5,1,1,5,4,0,0,0,0,0,90,NA,majority
921,121,311,Individuals in voting groups,8,1,1,1,1,1,1,0,1,0,0,0,50,NA,majority
922,121,311,Individuals in voting groups,9,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
923,121,311,Individuals in voting groups,10,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
924,121,311,Individuals in voting groups,11,1,1,1,1,1,1,0,1,0,0,0,50,NA,majority
925,121,311,Individuals in voting groups,12,4,3,1,1,3,4,0,1,0,0,0,90,NA,majority
926,121,311,Individuals in voting groups,13,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
927,121,311,Individuals in voting groups,14,1,2,1,1,2,1,0,0,0,0,0,50,NA,majority
928,121,311,Individuals in voting groups,15,2,1,1,1,1,2,0,1,0,0,0,50,NA,majority
929,121,311,Individuals in voting groups,16,5,3,1,1,3,5,0,1,0,0,0,90,NA,majority
930,121,311,Individuals in voting groups,17,2,1,1,1,1,2,0,1,0,0,0,50,NA,majority
931,121,311,Individuals in voting groups,18,5,5,1,1,5,5,0,1,0,0,0,90,NA,majority
932,121,311,Individuals in voting groups,19,1,1,1,1,1,1,0,0,0,0,0,50,NA,majority
933,121,311,Individuals in voting groups,20,1,1,1,1,1,1,0,1,0,0,NA,50,NA,majority
934,11,312,Individuals in voting groups,1,1,-4,1,0,1,-4,1,1,0,0,1,50,NA,minority
935,11,312,Individuals in voting groups,2,1,-2,0,0,1,-2,1,1,0,0,1,50,NA,majority
936,11,312,Individuals in voting groups,3,2,-2,1,0,2,-2,1,1,0,0,1,50,NA,minority
937,11,312,Individuals in voting groups,4,2,-3,0,0,2,-3,1,1,0,0,1,50,NA,majority
938,11,312,Individuals in voting groups,5,4,5,1,0,4,5,0,NA,NA,NA,NA,90,NA,minority
939,37,312,Individuals in voting groups,1,1,-3,0,0,1,-3,1,1,0,0,0,50,NA,majority
940,37,312,Individuals in voting groups,2,1,-2,0,0,1,-2,1,1,0,0,0,50,NA,majority
941,37,312,Individuals in voting groups,3,1,-3,0,0,1,-3,1,1,0,0,0,50,NA,majority
942,37,312,Individuals in voting groups,4,1,-2,0,0,1,-2,1,1,0,0,0,50,NA,majority
943,37,312,Individuals in voting groups,5,4,5,0,0,4,5,0,1,0,0,0,90,NA,majority
944,37,312,Individuals in voting groups,6,2,-3,0,0,2,-3,1,1,0,0,0,50,NA,majority
945,37,312,Individuals in voting groups,7,1,-3,0,0,1,-3,1,1,0,0,0,50,NA,majority
946,37,312,Individuals in voting groups,8,1,-3,0,0,1,-3,1,0,0,0,0,50,NA,majority
947,37,312,Individuals in voting groups,9,1,-3,0,0,1,-3,1,1,0,0,0,50,NA,majority
948,37,312,Individuals in voting groups,10,1,-3,0,0,1,-3,1,1,0,0,0,50,NA,majority
949,37,312,Individuals in voting groups,11,1,-3,0,0,1,-3,1,1,0,0,0,50,NA,majority
950,37,312,Individuals in voting groups,12,1,-2,0,0,1,-2,1,0,0,0,0,50,NA,majority
951,37,312,Individuals in voting groups,13,1,-2,0,0,1,-2,1,1,0,0,0,50,NA,majority
952,37,312,Individuals in voting groups,14,3,5,0,0,3,5,0,1,0,0,0,90,NA,majority
953,37,312,Individuals in voting groups,15,2,-3,0,0,2,-3,1,0,0,0,0,50,NA,majority
954,37,312,Individuals in voting groups,16,4,5,0,0,4,5,0,1,0,0,0,90,NA,majority
955,37,312,Individuals in voting groups,17,2,-3,0,0,2,-3,1,1,0,0,0,50,NA,majority
956,37,312,Individuals in voting groups,18,4,3,0,0,4,3,0,1,0,0,0,90,NA,majority
957,37,312,Individuals in voting groups,19,4,5,0,0,4,5,0,1,0,0,0,90,NA,majority
958,37,312,Individuals in voting groups,20,1,-3,0,0,1,-3,1,0,0,0,NA,50,NA,majority
959,65,312,Individuals in voting groups,1,2,-3,0,0,2,-3,1,1,0,0,0,50,NA,majority
960,65,312,Individuals in voting groups,2,2,-4,0,0,2,-4,1,1,0,0,0,50,NA,majority
961,65,312,Individuals in voting groups,3,1,-3,0,0,1,-3,1,1,0,0,NA,50,NA,majority
962,93,312,Individuals in voting groups,1,1,-2,0,0,1,-2,1,1,0,0,1,50,NA,majority
963,93,312,Individuals in voting groups,2,1,-2,1,0,1,-2,1,1,0,0,1,50,NA,minority
964,93,312,Individuals in voting groups,3,2,-3,0,0,2,-3,1,1,0,0,1,50,NA,majority
965,93,312,Individuals in voting groups,4,1,-3,1,0,1,-3,1,1,0,0,1,50,NA,minority
966,93,312,Individuals in voting groups,5,5,5,0,0,5,5,0,1,0,0,0,90,NA,majority
967,93,312,Individuals in voting groups,6,2,-2,0,0,2,-2,1,1,0,0,0,50,NA,majority
968,93,312,Individuals in voting groups,7,1,-4,0,0,1,-4,1,1,0,0,0,50,NA,majority
969,93,312,Individuals in voting groups,8,1,-2,0,0,1,-2,1,0,0,0,0,50,NA,majority
970,93,312,Individuals in voting groups,9,1,-4,0,0,1,-4,1,1,0,0,1,50,NA,majority
971,93,312,Individuals in voting groups,10,1,-3,1,0,1,-3,1,1,0,0,1,50,NA,minority
972,93,312,Individuals in voting groups,11,1,-4,0,0,1,-4,1,1,0,0,0,50,NA,majority
973,93,312,Individuals in voting groups,12,1,-2,0,0,1,-2,1,0,0,0,0,50,NA,majority
974,93,312,Individuals in voting groups,13,1,-2,0,0,1,-2,1,1,0,0,0,50,NA,majority
975,93,312,Individuals in voting groups,14,5,4,0,0,5,4,0,1,0,0,0,90,NA,majority
976,93,312,Individuals in voting groups,15,1,-3,0,0,1,-3,1,0,0,0,0,50,NA,majority
977,93,312,Individuals in voting groups,16,4,4,0,0,4,4,0,1,0,0,0,90,NA,majority
978,93,312,Individuals in voting groups,17,2,-2,0,0,2,-2,1,1,0,0,0,50,NA,majority
979,93,312,Individuals in voting groups,18,4,5,0,0,4,5,0,1,0,0,0,90,NA,majority
980,93,312,Individuals in voting groups,19,5,3,0,0,5,3,0,1,0,0,0,90,NA,majority
981,93,312,Individuals in voting groups,20,1,-2,0,0,1,-2,1,0,0,0,NA,50,NA,majority
982,122,312,Individuals in voting groups,1,1,-4,0,0,1,-4,1,1,0,0,1,50,NA,majority
983,122,312,Individuals in voting groups,2,1,-2,1,0,1,-2,1,1,0,0,0,50,NA,minority
984,122,312,Individuals in voting groups,3,1,-3,1,0,1,-3,1,1,0,0,1,50,NA,minority
985,122,312,Individuals in voting groups,4,1,-3,0,0,1,-3,1,1,0,0,0,50,NA,majority
986,122,312,Individuals in voting groups,5,5,5,0,0,5,5,0,1,0,0,0,90,NA,majority
987,122,312,Individuals in voting groups,6,1,-4,0,0,1,-4,1,1,0,0,0,50,NA,majority
988,122,312,Individuals in voting groups,7,1,-2,0,0,1,-2,1,1,0,0,0,50,NA,majority
989,122,312,Individuals in voting groups,8,1,-2,0,0,1,-2,1,0,0,0,0,50,NA,majority
990,122,312,Individuals in voting groups,9,1,-4,0,0,1,-4,1,1,0,0,0,50,NA,majority
991,122,312,Individuals in voting groups,10,2,-3,0,0,2,-3,1,1,0,0,0,50,NA,majority
992,122,312,Individuals in voting groups,11,2,-3,0,0,2,-3,1,1,0,0,0,50,NA,majority
993,122,312,Individuals in voting groups,12,1,-3,0,0,1,-3,1,0,0,0,0,50,NA,majority
994,122,312,Individuals in voting groups,13,1,-2,0,0,1,-2,1,1,0,0,0,50,NA,majority
995,122,312,Individuals in voting groups,14,4,4,0,0,4,4,0,1,0,0,0,90,NA,majority
996,122,312,Individuals in voting groups,15,2,-3,0,0,2,-3,1,0,0,0,0,50,NA,majority
997,122,312,Individuals in voting groups,16,3,3,0,0,3,3,0,1,0,0,0,90,NA,majority
998,122,312,Individuals in voting groups,17,1,-4,0,0,1,-4,1,1,0,0,0,50,NA,majority
999,122,312,Individuals in voting groups,18,3,5,0,0,3,5,0,1,0,0,0,90,NA,majority
1000,122,312,Individuals in voting groups,19,5,5,0,0,5,5,0,1,0,0,0,90,NA,majority
1001,122,312,Individuals in voting groups,20,1,-2,0,0,1,-2,1,0,0,0,NA,50,NA,majority
1002,12,313,Individuals in voting groups,1,2,-3,1,0,2,-3,1,0,0,0,1,50,NA,minority
