"","id","trial","treatment","conf.HA","conf.SA","sel.adv","conf.sel.adv","conf.unsel.adv","confirm.oppose","won","HA.correct","SA.correct","changed","dominant.balls"
"90",2980169460,10,1,4,4,1,4,4,0,1,1,1,1,90
"91",2980169460,11,1,4,4,0,4,4,0,1,1,1,1,90
"92",2980169460,12,1,1,1,1,1,1,0,1,1,1,1,50
"93",2980169460,13,1,1,-4,0,1,-4,1,1,1,0,0,50
"94",2980169460,14,1,1,-3,0,1,-3,1,1,1,0,0,50
"95",2980169460,15,1,1,-2,0,1,-2,1,0,0,1,0,50
"96",2980169460,16,1,1,-3,0,1,-3,1,1,1,0,0,50
"97",2980169460,17,1,1,-2,0,1,-2,1,1,1,0,0,50
"98",2980169460,18,1,3,4,0,3,4,0,1,1,1,0,90
"99",2980169460,19,1,1,-3,0,1,-3,1,0,0,1,0,50
"100",2980169460,20,1,1,-2,0,1,-2,1,1,1,0,NA,50
"101",3600320882,1,1,1,1,1,1,1,0,0,0,0,1,50
"102",3600320882,2,1,1,-3,0,1,-3,1,1,1,0,0,50
"103",3600320882,3,1,1,-2,0,1,-2,1,0,0,1,1,50
"104",3600320882,4,1,1,1,1,1,1,0,1,1,1,0,50
"105",3600320882,5,1,1,1,1,1,1,0,0,0,0,1,50
"106",3600320882,6,1,4,5,0,4,5,0,1,1,1,1,90
"107",3600320882,7,1,1,1,1,1,1,0,1,1,1,1,50
"108",3600320882,8,1,1,-3,0,1,-3,1,0,0,1,1,50
"109",3600320882,9,1,1,2,1,2,1,0,0,0,0,0,50
"110",3600320882,10,1,2,1,1,1,2,0,0,0,0,0,50
"111",3600320882,11,1,1,2,1,2,1,0,1,1,1,0,50
"112",3600320882,12,1,1,1,1,1,1,0,0,0,0,1,50
"113",3600320882,13,1,1,-3,0,1,-3,1,1,1,0,1,50
"114",3600320882,14,1,1,1,1,1,1,0,1,1,1,1,50
"115",3600320882,15,1,3,4,0,3,4,0,1,1,1,1,90
"116",3600320882,16,1,1,1,1,1,1,0,1,1,1,1,50
"117",3600320882,17,1,1,-3,0,1,-3,1,1,1,0,0,50
"118",3600320882,18,1,4,3,0,4,3,0,1,1,1,0,90
"119",3600320882,19,1,4,3,0,4,3,0,1,1,1,0,90
"120",3600320882,20,1,1,-3,0,1,-3,1,0,0,1,NA,50
"121",3862178423,1,1,1,1,1,1,1,0,1,1,1,1,50
"122",3862178423,2,1,1,-3,0,1,-3,1,1,1,0,0,50
"123",3862178423,3,1,1,-3,0,1,-3,1,0,0,1,1,50
"124",3862178423,4,1,1,1,1,1,1,0,0,0,0,0,50
"125",3862178423,5,1,1,1,1,1,1,0,1,1,1,1,50
"126",3862178423,6,1,1,-2,0,1,-2,1,0,0,1,1,50
"127",3862178423,7,1,1,2,1,2,1,0,1,1,1,0,50
"128",3862178423,8,1,2,1,1,1,2,0,1,1,1,0,50
"129",3862178423,9,1,3,4,1,4,3,0,1,1,1,0,90
"130",3862178423,10,1,2,1,1,1,2,0,0,0,0,1,50
"131",3862178423,11,1,1,-3,0,1,-3,1,0,0,1,1,50
"132",3862178423,12,1,1,1,1,1,1,0,1,1,1,0,50
"133",3862178423,13,1,4,3,1,3,4,0,1,1,1,0,90
"134",3862178423,14,1,1,2,1,2,1,0,0,0,0,0,50
"135",3862178423,15,1,1,2,1,2,1,0,1,1,1,0,50
"136",3862178423,16,1,3,4,1,4,3,0,0,0,0,0,90
"137",3862178423,17,1,1,1,1,1,1,0,0,0,0,0,50
"138",3862178423,18,1,3,4,1,4,3,0,1,1,1,0,90
"139",3862178423,19,1,1,1,1,1,1,0,0,0,0,1,50
"140",3862178423,20,1,1,-2,0,1,-2,1,0,0,1,NA,50
"141",4216103300,1,1,1,1,1,1,1,0,0,0,0,1,50
"142",4216103300,2,1,1,-4,0,1,-4,1,1,1,0,1,50
"143",4216103300,3,1,1,1,1,1,1,0,1,1,1,0,50
"144",4216103300,4,1,4,3,1,3,4,0,1,1,1,0,90
"145",4216103300,5,1,2,1,1,1,2,0,0,0,0,1,50
"146",4216103300,6,1,1,-3,0,1,-3,1,0,0,1,0,50
"147",4216103300,7,1,1,-2,0,1,-2,1,0,0,1,1,50
"148",4216103300,8,1,1,1,1,1,1,0,0,0,0,0,50
"149",4216103300,9,1,1,2,1,2,1,0,0,0,0,0,50
"150",4216103300,10,1,1,1,1,1,1,0,0,0,0,0,50
"151",4216103300,11,1,4,5,1,5,4,0,1,1,1,1,90
"152",4216103300,12,1,2,-4,0,2,-4,1,0,0,1,1,50
"153",4216103300,13,1,1,1,1,1,1,0,0,0,0,0,50
"154",4216103300,14,1,1,1,1,1,1,0,1,1,1,0,50
"155",4216103300,15,1,4,5,1,5,4,0,1,1,1,0,90
"156",4216103300,16,1,1,1,1,1,1,0,0,0,0,1,50
"157",4216103300,17,1,1,-3,0,1,-3,1,1,1,0,1,50
"158",4216103300,18,1,2,1,1,1,2,0,0,0,0,1,50
"159",4216103300,19,1,2,-3,0,2,-3,1,0,0,1,1,50
"160",4216103300,20,1,4,3,1,3,4,0,1,1,1,NA,90
"161",4351185923,1,1,1,-2,0,1,-2,1,0,0,1,1,50
"162",4351185923,2,1,1,2,1,2,1,0,0,0,0,0,50
"163",4351185923,3,1,2,1,1,1,2,0,1,1,1,0,50
"164",4351185923,4,1,2,1,1,1,2,0,0,0,0,1,50
"165",4351185923,5,1,4,4,0,4,4,0,1,1,1,0,90
"166",4351185923,6,1,1,-3,0,1,-3,1,1,1,0,0,50
"167",4351185923,7,1,1,-3,0,1,-3,1,1,1,0,0,50
"168",4351185923,8,1,5,3,0,5,3,0,0,0,0,0,90
"169",4351185923,9,1,1,-3,0,1,-3,1,1,1,0,1,50
"170",4351185923,10,1,2,1,1,1,2,0,1,1,1,0,50
"171",4351185923,11,1,3,5,1,5,3,0,1,1,1,0,90
"172",4351185923,12,1,1,1,1,1,1,0,1,1,1,0,50
"173",4351185923,13,1,1,1,1,1,1,0,1,1,1,0,50
"174",4351185923,14,1,1,2,1,2,1,0,0,0,0,0,50
"175",4351185923,15,1,1,1,1,1,1,0,1,1,1,0,50
"176",4351185923,16,1,1,1,1,1,1,0,0,0,0,0,50
"177",4351185923,17,1,4,4,1,4,4,0,1,1,1,0,90
"178",4351185923,18,1,1,2,1,2,1,0,0,0,0,0,50
"179",4351185923,19,1,1,1,1,1,1,0,0,0,0,0,50
"180",4351185923,20,1,1,2,1,2,1,0,1,1,1,NA,50
"181",437742198,1,1,1,-2,0,1,-2,1,0,0,1,1,50
"182",437742198,2,1,1,1,1,1,1,0,1,1,1,0,50
"183",437742198,3,1,2,1,1,1,2,0,0,0,0,0,50
"184",437742198,4,1,1,2,1,2,1,0,1,1,1,0,50
"185",437742198,5,1,2,2,1,2,2,0,0,0,0,0,50
"186",437742198,6,1,1,2,1,2,1,0,0,0,0,0,50
"187",437742198,7,1,2,2,1,2,2,0,0,0,0,0,50
"188",437742198,8,1,1,1,1,1,1,0,1,1,1,0,50
"189",437742198,9,1,1,1,1,1,1,0,1,1,1,0,50
"190",437742198,10,1,1,1,1,1,1,0,0,0,0,0,50
"191",437742198,11,1,3,5,1,5,3,0,1,1,1,0,90
"192",437742198,12,1,1,1,1,1,1,0,0,0,0,0,50
"193",437742198,13,1,1,1,1,1,1,0,1,1,1,0,50
"194",437742198,14,1,1,2,1,2,1,0,0,0,0,0,50
"195",437742198,15,1,1,1,1,1,1,0,1,1,1,0,50
"196",437742198,16,1,3,5,1,5,3,0,1,1,1,0,90
"197",437742198,17,1,1,2,1,2,1,0,0,0,0,0,50
"198",437742198,18,1,1,1,1,1,1,0,0,0,0,0,50
"199",437742198,19,1,4,3,1,3,4,0,1,1,1,0,90
"200",437742198,20,1,4,3,1,3,4,0,1,1,1,NA,90
"201",5207818937,1,1,4,4,1,4,4,0,1,1,1,0,90
"202",5207818937,2,1,1,1,1,1,1,0,1,1,1,0,50
"203",5207818937,3,1,1,2,1,2,1,0,0,0,0,0,50
"204",5207818937,4,1,1,1,1,1,1,0,0,0,0,0,50
"205",5207818937,5,1,1,1,1,1,1,0,0,0,0,0,50
"206",5207818937,6,1,1,1,1,1,1,0,0,0,0,0,50
"207",5207818937,7,1,1,1,1,1,1,0,0,0,0,0,50
"208",5207818937,8,1,2,2,1,2,2,0,1,1,1,0,50
"209",5207818937,9,1,4,5,1,5,4,0,0,0,0,1,90
"210",5207818937,10,1,2,-3,0,2,-3,1,1,1,0,0,50
"211",5207818937,11,1,1,-4,0,1,-4,1,1,1,0,0,50
"212",5207818937,12,1,1,-3,0,1,-3,1,1,1,0,0,50
"213",5207818937,13,1,1,-3,0,1,-3,1,1,1,0,0,50
"214",5207818937,14,1,4,4,0,4,4,0,1,1,1,0,90
"215",5207818937,15,1,1,-2,0,1,-2,1,0,0,1,0,50
"216",5207818937,16,1,2,-2,0,2,-2,1,0,0,1,1,50
"217",5207818937,17,1,2,1,1,1,2,0,0,0,0,0,50
"218",5207818937,18,1,4,5,1,5,4,0,1,1,1,0,90
"219",5207818937,19,1,1,1,1,1,1,0,1,1,1,0,50
"220",5207818937,20,1,1,1,1,1,1,0,1,1,1,NA,50
"221",5372259656,1,1,5,5,1,5,5,0,0,0,0,1,90
"222",5372259656,2,1,2,-4,0,2,-4,1,0,0,1,1,50
"223",5372259656,3,1,2,1,1,1,2,0,1,1,1,0,50
"224",5372259656,4,1,3,3,1,3,3,0,1,1,1,0,90
"225",5372259656,5,1,2,1,1,1,2,0,0,0,0,0,50
"226",5372259656,6,1,1,2,1,2,1,0,1,1,1,1,50
"227",5372259656,7,1,1,-2,0,1,-2,1,1,1,0,1,50
"228",5372259656,8,1,1,1,1,1,1,0,0,0,0,1,50
"229",5372259656,9,1,1,-3,0,1,-3,1,1,1,0,0,50
"230",5372259656,10,1,1,-3,0,1,-3,1,0,0,1,1,50
"231",5372259656,11,1,2,1,1,1,2,0,1,1,1,0,50
"232",5372259656,12,1,1,2,1,2,1,0,1,1,1,1,50
"233",5372259656,13,1,2,-2,0,2,-2,1,1,1,0,0,50
"234",5372259656,14,1,1,-3,0,1,-3,1,1,1,0,1,50
"235",5372259656,15,1,1,1,1,1,1,0,0,0,0,0,50
"236",5372259656,16,1,1,1,1,1,1,0,1,1,1,1,50
"237",5372259656,17,1,4,4,0,4,4,0,1,1,1,1,90
"238",5372259656,18,1,1,1,1,1,1,0,1,1,1,1,50
"239",5372259656,19,1,1,-3,0,1,-3,1,0,0,1,0,50
"240",5372259656,20,1,3,5,0,3,5,0,0,0,0,NA,90
"241",6229713793,1,1,3,4,1,4,3,0,1,1,1,0,90
"242",6229713793,2,1,1,1,1,1,1,0,0,0,0,0,50
"243",6229713793,3,1,1,1,1,1,1,0,1,1,1,0,50
"244",6229713793,4,1,1,1,1,1,1,0,1,1,1,0,50
"245",6229713793,5,1,4,4,1,4,4,0,1,1,1,0,90
"246",6229713793,6,1,1,1,1,1,1,0,1,1,1,0,50
"247",6229713793,7,1,1,2,1,2,1,0,0,0,0,0,50
"248",6229713793,8,1,2,1,1,1,2,0,1,1,1,0,50
"249",6229713793,9,1,1,1,1,1,1,0,1,1,1,0,50
"250",6229713793,10,1,2,1,1,1,2,0,0,0,0,0,50
"251",6229713793,11,1,2,2,1,2,2,0,1,1,1,0,50
"252",6229713793,12,1,1,1,1,1,1,0,0,0,0,0,50
"253",6229713793,13,1,4,4,1,4,4,0,0,0,0,0,90
"254",6229713793,14,1,2,1,1,1,2,0,0,0,0,0,50
"255",6229713793,15,1,1,2,1,2,1,0,1,1,1,0,50
"256",6229713793,16,1,2,2,1,2,2,0,0,0,0,0,50
"257",6229713793,17,1,1,1,1,1,1,0,0,0,0,0,50
"258",6229713793,18,1,1,1,1,1,1,0,0,0,0,0,50
"259",6229713793,19,1,3,3,1,3,3,0,1,1,1,0,90
"260",6229713793,20,1,2,1,1,1,2,0,0,0,0,NA,50
"261",625691755,1,1,1,1,1,1,1,0,1,1,1,0,50
"262",625691755,2,1,1,2,1,2,1,0,1,1,1,0,50
"263",625691755,3,1,3,4,1,4,3,0,1,1,1,0,90
"264",625691755,4,1,1,1,1,1,1,0,1,1,1,0,50
"265",625691755,5,1,4,3,1,3,4,0,1,1,1,0,90
"266",625691755,6,1,1,1,1,1,1,0,1,1,1,0,50
"267",625691755,7,1,2,1,1,1,2,0,1,1,1,0,50
"268",625691755,8,1,1,1,1,1,1,0,0,0,0,0,50
"269",625691755,9,1,4,4,1,4,4,0,1,1,1,0,90
"270",625691755,10,1,1,1,1,1,1,0,1,1,1,0,50
"271",625691755,11,1,1,1,1,1,1,0,0,0,0,0,50
"272",625691755,12,1,1,1,1,1,1,0,1,1,1,0,50
"273",625691755,13,1,1,2,1,2,1,0,1,1,1,0,50
"274",625691755,14,1,2,1,1,1,2,0,0,0,0,0,50
"275",625691755,15,1,1,1,1,1,1,0,1,1,1,0,50
"276",625691755,16,1,1,2,1,2,1,0,0,0,0,1,50
"277",625691755,17,1,1,-3,0,1,-3,1,0,0,1,1,50
"278",625691755,18,1,1,1,1,1,1,0,1,1,1,0,50
"279",625691755,19,1,1,2,1,2,1,0,0,0,0,0,50
"280",625691755,20,1,4,3,1,3,4,0,1,1,1,NA,90
"281",653479148,1,1,1,-4,0,1,-4,1,0,0,1,1,50
"282",653479148,2,1,1,1,1,1,1,0,1,1,1,0,50
"283",653479148,3,1,1,1,1,1,1,0,0,0,0,0,50
"284",653479148,4,1,4,4,1,4,4,0,1,1,1,0,90
"285",653479148,5,1,2,1,1,1,2,0,0,0,0,0,50
"286",653479148,6,1,1,2,1,2,1,0,1,1,1,0,50
"287",653479148,7,1,1,1,1,1,1,0,1,1,1,0,50
"288",653479148,8,1,1,1,1,1,1,0,1,1,1,0,50
"289",653479148,9,1,2,2,1,2,2,0,1,1,1,0,50
"290",653479148,10,1,1,1,1,1,1,0,1,1,1,0,50
"291",653479148,11,1,2,1,1,1,2,0,0,0,0,0,50
"292",653479148,12,1,1,2,1,2,1,0,0,0,0,0,50
"293",653479148,13,1,1,1,1,1,1,0,1,1,1,0,50
"294",653479148,14,1,4,4,1,4,4,0,1,1,1,0,90
"295",653479148,15,1,1,2,1,2,1,0,1,1,1,0,50
"296",653479148,16,1,1,1,1,1,1,0,1,1,1,0,50
"297",653479148,17,1,1,1,1,1,1,0,1,1,1,0,50
"298",653479148,18,1,1,2,1,2,1,0,1,1,1,0,50
"299",653479148,19,1,5,4,1,4,5,0,1,1,1,0,90
"300",653479148,20,1,4,3,1,3,4,0,1,1,1,NA,90
"301",6749762340,1,1,1,-4,0,1,-4,1,0,0,1,1,50
"302",6749762340,2,1,2,1,1,1,2,0,1,1,1,0,50
"303",6749762340,3,1,1,2,1,2,1,0,1,1,1,1,50
"304",6749762340,4,1,1,-2,0,1,-2,1,1,1,0,1,50
"305",6749762340,5,1,1,1,1,1,1,0,1,1,1,1,50
"306",6749762340,6,1,1,-3,0,1,-3,1,0,0,1,1,50
"307",6749762340,7,1,1,2,1,2,1,0,1,1,1,0,50
"308",6749762340,8,1,4,5,1,5,4,0,1,1,1,0,90
"309",6749762340,9,1,1,1,1,1,1,0,0,0,0,0,50
"310",6749762340,10,1,2,1,1,1,2,0,1,1,1,0,50
"311",6749762340,11,1,4,3,1,3,4,0,1,1,1,0,90
"312",6749762340,12,1,3,5,1,5,3,0,1,1,1,0,90
"313",6749762340,13,1,1,1,1,1,1,0,1,1,1,0,50
"314",6749762340,14,1,1,2,1,2,1,0,0,0,0,0,50
"315",6749762340,15,1,2,1,1,1,2,0,0,0,0,0,50
"316",6749762340,16,1,1,1,1,1,1,0,1,1,1,0,50
"317",6749762340,17,1,1,1,1,1,1,0,0,0,0,0,50
"318",6749762340,18,1,3,4,1,4,3,0,1,1,1,0,90
"319",6749762340,19,1,2,1,1,1,2,0,0,0,0,0,50
"320",6749762340,20,1,1,1,1,1,1,0,1,1,1,NA,50
"321",6992395682,1,1,4,3,1,3,4,0,1,1,1,1,90
"322",6992395682,2,1,1,-3,0,1,-3,1,1,1,0,1,50
"323",6992395682,3,1,4,3,1,3,4,0,1,1,1,0,90
"324",6992395682,4,1,1,1,1,1,1,0,1,1,1,0,50
"325",6992395682,5,1,1,1,1,1,1,0,1,1,1,1,50
"326",6992395682,6,1,2,-4,0,2,-4,1,1,1,0,0,50
"327",6992395682,7,1,2,-3,0,2,-3,1,0,0,1,1,50
"328",6992395682,8,1,1,1,1,1,1,0,0,0,0,1,50
"329",6992395682,9,1,1,-4,0,1,-4,1,1,1,0,0,50
"330",6992395682,10,1,1,-4,0,1,-4,1,0,0,1,1,50
"331",6992395682,11,1,4,5,1,5,4,0,1,1,1,0,90
"332",6992395682,12,1,2,1,1,1,2,0,0,0,0,0,50
"333",6992395682,13,1,1,1,1,1,1,0,1,1,1,0,50
"334",6992395682,14,1,1,1,1,1,1,0,0,0,0,1,50
"335",6992395682,15,1,4,4,0,4,4,0,1,1,1,0,90
"336",6992395682,16,1,1,-4,0,1,-4,1,1,1,0,1,50
"337",6992395682,17,1,1,1,1,1,1,0,1,1,1,0,50
"338",6992395682,18,1,1,1,1,1,1,0,0,0,0,1,50
"339",6992395682,19,1,1,-3,0,1,-3,1,1,1,0,0,50
"340",6992395682,20,1,1,-3,0,1,-3,1,1,1,0,NA,50
"341",7145179137,1,1,1,-4,0,1,-4,1,0,0,1,1,50
"342",7145179137,2,1,5,3,1,3,5,0,1,1,1,1,90
"343",7145179137,3,1,1,-2,0,1,-2,1,0,0,1,1,50
"344",7145179137,4,1,2,1,1,1,2,0,1,1,1,0,50
"345",7145179137,5,1,1,1,1,1,1,0,1,1,1,0,50
"346",7145179137,6,1,1,2,1,2,1,0,1,1,1,0,50
"347",7145179137,7,1,2,1,1,1,2,0,1,1,1,0,50
"348",7145179137,8,1,1,1,1,1,1,0,1,1,1,0,50
"349",7145179137,9,1,1,1,1,1,1,0,1,1,1,0,50
"350",7145179137,10,1,4,4,1,4,4,0,1,1,1,0,90
"351",7145179137,11,1,3,4,1,4,3,0,1,1,1,0,90
"352",7145179137,12,1,2,2,1,2,2,0,1,1,1,0,50
"353",7145179137,13,1,1,1,1,1,1,0,0,0,0,0,50
"354",7145179137,14,1,4,5,1,5,4,0,1,1,1,0,90
"355",7145179137,15,1,1,2,1,2,1,0,0,0,0,0,50
"356",7145179137,16,1,2,2,1,2,2,0,0,0,0,1,50
"357",7145179137,17,1,1,-3,0,1,-3,1,1,1,0,0,50
"358",7145179137,18,1,2,-2,0,2,-2,1,1,1,0,0,50
"359",7145179137,19,1,1,-3,0,1,-3,1,0,0,1,1,50
"360",7145179137,20,1,1,1,1,1,1,0,1,1,1,NA,50
"361",7471067251,1,1,1,-4,0,1,-4,1,0,0,1,1,50
"362",7471067251,2,1,4,4,1,4,4,0,1,1,1,1,90
"363",7471067251,3,1,1,-4,0,1,-4,1,0,0,1,1,50
"364",7471067251,4,1,4,3,1,3,4,0,1,1,1,1,90
"365",7471067251,5,1,1,-2,0,1,-2,1,1,1,0,1,50
"366",7471067251,6,1,1,1,1,1,1,0,1,1,1,1,50
"367",7471067251,7,1,1,-3,0,1,-3,1,1,1,0,1,50
"368",7471067251,8,1,3,4,1,4,3,0,1,1,1,1,90
"369",7471067251,9,1,1,-3,0,1,-3,1,0,0,1,0,50
"370",7471067251,10,1,1,-3,0,1,-3,1,0,0,1,1,50
"371",7471067251,11,1,4,5,1,5,4,0,1,1,1,1,90
"372",7471067251,12,1,1,-4,0,1,-4,1,0,0,1,1,50
"373",7471067251,13,1,1,1,1,1,1,0,0,0,0,1,50
"374",7471067251,14,1,1,-3,0,1,-3,1,0,0,1,0,50
"375",7471067251,15,1,2,-4,0,2,-4,1,0,0,1,0,50
"376",7471067251,16,1,1,-3,0,1,-3,1,0,0,1,1,50
"377",7471067251,17,1,2,1,1,1,2,0,0,0,0,1,50
"378",7471067251,18,1,2,-3,0,2,-3,1,0,0,1,0,50
"379",7471067251,19,1,1,-3,0,1,-3,1,0,0,1,0,50
"380",7471067251,20,1,1,-3,0,1,-3,1,0,0,1,NA,50
"381",7958832100,1,1,1,-4,0,1,-4,1,0,0,1,1,50
"382",7958832100,2,1,3,4,1,4,3,0,1,1,1,0,90
"383",7958832100,3,1,1,2,1,2,1,0,1,1,1,0,50
"384",7958832100,4,1,4,3,1,3,4,0,0,0,0,0,90
"385",7958832100,5,1,1,2,1,2,1,0,1,1,1,0,50
"386",7958832100,6,1,1,2,1,2,1,0,0,0,0,0,50
"387",7958832100,7,1,1,1,1,1,1,0,1,1,1,0,50
"388",7958832100,8,1,4,5,1,5,4,0,1,1,1,0,90
"389",7958832100,9,1,2,1,1,1,2,0,0,0,0,0,50
"390",7958832100,10,1,1,1,1,1,1,0,0,0,0,0,50
"391",7958832100,11,1,1,1,1,1,1,0,1,1,1,0,50
"392",7958832100,12,1,4,3,1,3,4,0,1,1,1,0,90
"393",7958832100,13,1,1,2,1,2,1,0,0,0,0,1,50
"394",7958832100,14,1,1,-3,0,1,-3,1,0,0,1,1,50
"395",7958832100,15,1,1,1,1,1,1,0,0,0,0,0,50
"396",7958832100,16,1,2,2,1,2,2,0,1,1,1,0,50
"397",7958832100,17,1,1,1,1,1,1,0,1,1,1,0,50
"398",7958832100,18,1,1,2,1,2,1,0,0,0,0,0,50
"399",7958832100,19,1,1,1,1,1,1,0,1,1,1,0,50
"400",7958832100,20,1,2,1,1,1,2,0,1,1,1,NA,50
"401",808634303,1,1,2,1,1,1,2,0,1,1,1,0,50
"402",808634303,2,1,1,1,1,1,1,0,1,1,1,0,50
